iter	Logloss
166	8.616322143e-05
167	8.616322143e-05
168	8.616196281e-05
169	8.616069783e-05
170	8.616069783e-05
171	8.615938675e-05
172	8.615938675e-05
173	8.615938675e-05
174	8.615938675e-05
175	8.615938675e-05
176	8.615938675e-05
177	8.615808916e-05
178	8.615686477e-05
179	8.615686477e-05
180	8.615686477e-05
181	8.615686477e-05
182	8.615552087e-05
183	8.615552087e-05
184	8.615426626e-05
185	8.615300822e-05
186	8.615300822e-05
187	8.615168214e-05
188	8.615168214e-05
189	8.615036914e-05
190	8.615036914e-05
191	8.615036914e-05
192	8.614786032e-05
193	8.614786032e-05
194	8.614657894e-05
195	8.614407035e-05
196	8.61428239e-05
197	8.61428239e-05
198	8.61414482e-05
199	8.614014623e-05
200	8.614014623e-05
201	8.613889932e-05
202	8.613889932e-05
203	8.613760105e-05
204	8.613760105e-05
205	8.613760105e-05
206	8.613760105e-05
207	8.613760105e-05
208	8.613760105e-05
209	8.613634371e-05
210	8.613504189e-05
211	8.613367215e-05
212	8.613367215e-05
213	8.613241632e-05
214	8.613241632e-05
215	8.613241632e-05
216	8.613241632e-05
217	8.61311125e-05
218	8.61311125e-05
219	8.612985574e-05
220	8.612985574e-05
221	8.612985574e-05
222	8.612985574e-05
223	8.612985574e-05
224	8.612985574e-05
225	8.612858498e-05
226	8.612732252e-05
227	8.612605599e-05
228	8.612475437e-05
229	8.612346e-05
230	8.612346e-05
231	8.612346e-05
232	8.612216052e-05
233	8.612088188e-05
234	8.612088188e-05
235	8.611961323e-05
236	8.611961323e-05
237	8.611961323e-05
238	8.611961323e-05
239	8.611961323e-05
240	8.611835596e-05
241	8.611835596e-05
242	8.611835596e-05
243	8.611835596e-05
244	8.61170547e-05
245	8.611579781e-05
246	8.611579781e-05
247	8.611579781e-05
248	8.611450028e-05
249	8.611315678e-05
250	8.611187843e-05
251	8.611060145e-05
252	8.610934456e-05
253	8.610934456e-05
254	8.610797313e-05
255	8.610797313e-05
256	8.610797313e-05
257	8.610670402e-05
258	8.610538001e-05
259	8.610538001e-05
260	8.610405284e-05
261	8.610405284e-05
262	8.610270968e-05
263	8.610270968e-05
264	8.610270968e-05
265	8.610136657e-05
266	8.610136657e-05
267	8.60999954e-05
268	8.60999954e-05
269	8.60999954e-05
270	8.60999954e-05
271	8.60999954e-05
272	8.60999954e-05
273	8.60999954e-05
274	8.60999954e-05
275	8.60999954e-05
276	8.60999954e-05
277	8.60999954e-05
278	8.60999954e-05
279	8.60999954e-05
280	8.60999954e-05
281	8.60999954e-05
282	8.60999954e-05
283	8.60999954e-05
284	8.60999954e-05
285	8.60999954e-05
286	8.60999954e-05
287	8.60999954e-05
288	8.60999954e-05
289	8.60999954e-05
290	8.60999954e-05
291	8.60999954e-05
292	8.60999954e-05
293	8.60999954e-05
294	8.60999954e-05
295	8.60999954e-05
296	8.60999954e-05
297	8.60999954e-05
298	8.60999954e-05
299	8.60999954e-05
300	8.60999954e-05
301	8.60999954e-05
302	8.60999954e-05
303	8.60999954e-05
304	8.60999954e-05
305	8.60999954e-05
306	8.60999954e-05
307	8.60999954e-05
308	8.60999954e-05
309	8.60999954e-05
310	8.60999954e-05
311	8.60999954e-05
312	8.60999954e-05
313	8.60999954e-05
314	8.60999954e-05
315	8.60999954e-05
316	8.60999954e-05
317	8.60999954e-05
318	8.60999954e-05
319	8.60999954e-05
320	8.60999954e-05
321	8.60999954e-05
322	8.60999954e-05
323	8.60999954e-05
324	8.60999954e-05
325	8.60999954e-05
326	8.60999954e-05
327	8.60999954e-05
328	8.60999954e-05
329	8.60999954e-05
330	8.60999954e-05
331	8.60999954e-05
332	8.60999954e-05
333	8.60999954e-05
334	8.60999954e-05
335	8.60999954e-05
336	8.60999954e-05
337	8.60999954e-05
338	8.60999954e-05
339	8.60999954e-05
340	8.60999954e-05
341	8.60999954e-05
342	8.60999954e-05
343	8.60999954e-05
344	8.60999954e-05
345	8.60999954e-05
346	8.60999954e-05
347	8.60999954e-05
348	8.60999954e-05
349	8.60999954e-05
350	8.60999954e-05
351	8.60999954e-05
352	8.60999954e-05
353	8.60999954e-05
354	8.60999954e-05
355	8.60999954e-05
356	8.60999954e-05
357	8.60999954e-05
358	8.60999954e-05
359	8.60999954e-05
360	8.60999954e-05
361	8.60999954e-05
362	8.60999954e-05
363	8.60999954e-05
364	8.60999954e-05
365	8.60999954e-05
366	8.60999954e-05
367	8.60999954e-05
368	8.60999954e-05
369	8.60999954e-05
370	8.60999954e-05
371	8.60999954e-05
372	8.60999954e-05
373	8.60999954e-05
374	8.60999954e-05
375	8.60999954e-05
376	8.60999954e-05
377	8.60999954e-05
378	8.60999954e-05
379	8.60999954e-05
380	8.60999954e-05
381	8.60999954e-05
382	8.60999954e-05
383	8.60999954e-05
384	8.60999954e-05
385	8.60999954e-05
386	8.60999954e-05
387	8.60999954e-05
388	8.60999954e-05
389	8.60999954e-05
390	8.60999954e-05
391	8.60999954e-05
392	8.60999954e-05
393	8.60999954e-05
394	8.60999954e-05
395	8.60999954e-05
396	8.60999954e-05
397	8.60999954e-05
398	8.60999954e-05
399	8.60999954e-05
400	8.60999954e-05
401	8.60999954e-05
402	8.60999954e-05
403	8.60999954e-05
404	8.60999954e-05
405	8.60999954e-05
406	8.60999954e-05
407	8.60999954e-05
408	8.60999954e-05
409	8.60999954e-05
410	8.60999954e-05
411	8.60999954e-05
412	8.60999954e-05
413	8.60999954e-05
414	8.60999954e-05
415	8.60999954e-05
416	8.60999954e-05
417	8.60999954e-05
418	8.60999954e-05
419	8.60999954e-05
420	8.60999954e-05
421	8.60999954e-05
422	8.60999954e-05
423	8.60999954e-05
424	8.60999954e-05
425	8.60999954e-05
426	8.60999954e-05
427	8.60999954e-05
428	8.60999954e-05
429	8.60999954e-05
430	8.60999954e-05
431	8.60999954e-05
432	8.60999954e-05
433	8.60999954e-05
434	8.60999954e-05
435	8.60999954e-05
436	8.60999954e-05
437	8.60999954e-05
438	8.60999954e-05
439	8.60999954e-05
440	8.60999954e-05
441	8.60999954e-05
442	8.60999954e-05
443	8.60999954e-05
444	8.60999954e-05
445	8.60999954e-05
446	8.60999954e-05
447	8.60999954e-05
448	8.60999954e-05
449	8.60999954e-05
450	8.60999954e-05
451	8.60999954e-05
452	8.60999954e-05
453	8.60999954e-05
454	8.60999954e-05
455	8.60999954e-05
456	8.60999954e-05
457	8.60999954e-05
458	8.60999954e-05
459	8.60999954e-05
460	8.60999954e-05
461	8.60999954e-05
462	8.60999954e-05
463	8.60999954e-05
464	8.60999954e-05
465	8.60999954e-05
466	8.60999954e-05
467	8.60999954e-05
468	8.60999954e-05
469	8.60999954e-05
470	8.60999954e-05
471	8.60999954e-05
472	8.60999954e-05
473	8.60999954e-05
474	8.60999954e-05
475	8.60999954e-05
476	8.60999954e-05
477	8.60999954e-05
478	8.60999954e-05
479	8.60999954e-05
480	8.60999954e-05
481	8.60999954e-05
482	8.60999954e-05
483	8.60999954e-05
484	8.60999954e-05
485	8.60999954e-05
486	8.60999954e-05
487	8.60999954e-05
488	8.60999954e-05
489	8.60999954e-05
490	8.60999954e-05
491	8.60999954e-05
492	8.60999954e-05
493	8.60999954e-05
494	8.60999954e-05
495	8.60999954e-05
496	8.60999954e-05
497	8.60999954e-05
498	8.60999954e-05
499	8.60999954e-05
500	8.60999954e-05
501	8.60999954e-05
502	8.60999954e-05
503	8.60999954e-05
504	8.60999954e-05
505	8.60999954e-05
506	8.60999954e-05
507	8.60999954e-05
508	8.60999954e-05
509	8.60999954e-05
510	8.60999954e-05
511	8.60999954e-05
512	8.60999954e-05
513	8.60999954e-05
514	8.60999954e-05
515	8.60999954e-05
516	8.60999954e-05
517	8.60999954e-05
518	8.60999954e-05
519	8.60999954e-05
520	8.60999954e-05
521	8.60999954e-05
522	8.60999954e-05
523	8.60999954e-05
524	8.60999954e-05
525	8.60999954e-05
526	8.60999954e-05
527	8.60999954e-05
528	8.60999954e-05
529	8.60999954e-05
530	8.60999954e-05
531	8.60999954e-05
532	8.60999954e-05
533	8.60999954e-05
534	8.60999954e-05
535	8.60999954e-05
536	8.60999954e-05
537	8.60999954e-05
538	8.60999954e-05
539	8.60999954e-05
540	8.60999954e-05
541	8.60999954e-05
542	8.60999954e-05
543	8.60999954e-05
544	8.60999954e-05
545	8.60999954e-05
546	8.60999954e-05
547	8.60999954e-05
548	8.60999954e-05
549	8.60999954e-05
550	8.60999954e-05
551	8.60999954e-05
552	8.60999954e-05
553	8.60999954e-05
554	8.60999954e-05
555	8.60999954e-05
556	8.60999954e-05
557	8.60999954e-05
558	8.60999954e-05
559	8.60999954e-05
560	8.60999954e-05
561	8.60999954e-05
562	8.60999954e-05
563	8.60999954e-05
564	8.60999954e-05
565	8.60999954e-05
566	8.60999954e-05
567	8.60999954e-05
568	8.60999954e-05
569	8.60999954e-05
570	8.60999954e-05
571	8.60999954e-05
572	8.60999954e-05
573	8.60999954e-05
574	8.60999954e-05
575	8.60999954e-05
576	8.60999954e-05
577	8.60999954e-05
578	8.60999954e-05
579	8.60999954e-05
580	8.60999954e-05
581	8.60999954e-05
582	8.60999954e-05
583	8.60999954e-05
584	8.60999954e-05
585	8.60999954e-05
586	8.60999954e-05
587	8.60999954e-05
588	8.60999954e-05
589	8.60999954e-05
590	8.60999954e-05
591	8.60999954e-05
592	8.60999954e-05
593	8.60999954e-05
594	8.60999954e-05
595	8.60999954e-05
596	8.60999954e-05
597	8.60999954e-05
598	8.60999954e-05
599	8.60999954e-05
600	8.60999954e-05
601	8.60999954e-05
602	8.60999954e-05
603	8.60999954e-05
604	8.60999954e-05
605	8.60999954e-05
606	8.60999954e-05
607	8.60999954e-05
608	8.60999954e-05
609	8.60999954e-05
610	8.60999954e-05
611	8.60999954e-05
612	8.60999954e-05
613	8.60999954e-05
614	8.60999954e-05
615	8.60999954e-05
616	8.60999954e-05
617	8.60999954e-05
618	8.60999954e-05
619	8.60999954e-05
620	8.60999954e-05
621	8.60999954e-05
622	8.60999954e-05
623	8.60999954e-05
624	8.60999954e-05
625	8.60999954e-05
626	8.60999954e-05
627	8.60999954e-05
628	8.60999954e-05
629	8.60999954e-05
630	8.60999954e-05
631	8.60999954e-05
632	8.60999954e-05
633	8.60999954e-05
634	8.60999954e-05
635	8.60999954e-05
636	8.60999954e-05
637	8.60999954e-05
638	8.60999954e-05
639	8.60999954e-05
640	8.60999954e-05
641	8.60999954e-05
642	8.60999954e-05
643	8.60999954e-05
644	8.60999954e-05
645	8.60999954e-05
646	8.60999954e-05
647	8.60999954e-05
648	8.60999954e-05
649	8.60999954e-05
650	8.60999954e-05
651	8.60999954e-05
652	8.60999954e-05
653	8.60999954e-05
654	8.60999954e-05
655	8.60999954e-05
656	8.60999954e-05
657	8.60999954e-05
658	8.60999954e-05
659	8.60999954e-05
660	8.60999954e-05
661	8.60999954e-05
662	8.60999954e-05
663	8.60999954e-05
664	8.60999954e-05
665	8.60999954e-05
666	8.60999954e-05
667	8.60999954e-05
668	8.60999954e-05
669	8.60999954e-05
670	8.60999954e-05
671	8.60999954e-05
672	8.60999954e-05
673	8.60999954e-05
674	8.60999954e-05
675	8.60999954e-05
676	8.60999954e-05
677	8.60999954e-05
678	8.60999954e-05
679	8.60999954e-05
680	8.60999954e-05
681	8.60999954e-05
682	8.60999954e-05
683	8.60999954e-05
684	8.60999954e-05
685	8.60999954e-05
686	8.60999954e-05
687	8.60999954e-05
688	8.60999954e-05
689	8.60999954e-05
690	8.60999954e-05
691	8.60999954e-05
692	8.60999954e-05
693	8.60999954e-05
694	8.60999954e-05
695	8.60999954e-05
696	8.60999954e-05
697	8.60999954e-05
698	8.60999954e-05
699	8.60999954e-05
700	8.60999954e-05
701	8.60999954e-05
702	8.60999954e-05
703	8.60999954e-05
704	8.60999954e-05
705	8.60999954e-05
706	8.60999954e-05
707	8.60999954e-05
708	8.60999954e-05
709	8.60999954e-05
710	8.60999954e-05
711	8.60999954e-05
712	8.60999954e-05
713	8.60999954e-05
714	8.60999954e-05
715	8.60999954e-05
716	8.60999954e-05
717	8.60999954e-05
718	8.60999954e-05
719	8.60999954e-05
720	8.60999954e-05
721	8.60999954e-05
722	8.60999954e-05
723	8.60999954e-05
724	8.60999954e-05
725	8.60999954e-05
726	8.60999954e-05
727	8.60999954e-05
728	8.60999954e-05
729	8.60999954e-05
730	8.60999954e-05
731	8.60999954e-05
732	8.60999954e-05
733	8.60999954e-05
734	8.60999954e-05
735	8.60999954e-05
736	8.60999954e-05
737	8.60999954e-05
738	8.60999954e-05
739	8.60999954e-05
740	8.60999954e-05
741	8.60999954e-05
742	8.60999954e-05
743	8.60999954e-05
744	8.60999954e-05
745	8.60999954e-05
746	8.60999954e-05
747	8.60999954e-05
748	8.60999954e-05
749	8.60999954e-05
750	8.60999954e-05
751	8.60999954e-05
752	8.60999954e-05
753	8.60999954e-05
754	8.60999954e-05
755	8.60999954e-05
756	8.60999954e-05
757	8.60999954e-05
758	8.60999954e-05
759	8.60999954e-05
760	8.60999954e-05
761	8.60999954e-05
762	8.60999954e-05
763	8.60999954e-05
764	8.60999954e-05
765	8.60999954e-05
766	8.60999954e-05
767	8.60999954e-05
768	8.60999954e-05
769	8.60999954e-05
770	8.60999954e-05
771	8.60999954e-05
772	8.60999954e-05
773	8.60999954e-05
774	8.60999954e-05
775	8.60999954e-05
776	8.60999954e-05
777	8.60999954e-05
778	8.60999954e-05
779	8.60999954e-05
780	8.60999954e-05
781	8.60999954e-05
782	8.60999954e-05
783	8.60999954e-05
784	8.60999954e-05
785	8.60999954e-05
786	8.60999954e-05
787	8.60999954e-05
788	8.60999954e-05
789	8.60999954e-05
790	8.60999954e-05
791	8.60999954e-05
792	8.60999954e-05
793	8.60999954e-05
794	8.60999954e-05
795	8.60999954e-05
796	8.60999954e-05
797	8.60999954e-05
798	8.60999954e-05
799	8.60999954e-05
